id,claim,domain,structure,label,topic,source,Topic,item_id,prediction,correct,model
10106.0,Puberty blockers are not temporary! They change children's bodies forever and they should be PERMANENTLY ban.,1,UGC,0,Sexual/Gender Health,UGC,,106,0,1,bert-base-uncased
20324.0,EU Conservatives vote with far right to approve cuts to green rules.,2,NGC,1,,NGC,Global Politics,1315,1,1,bert-base-uncased
20239.0,"Because of omicron, the Biden administration has decided to leave the U.S. southern border completely open.",2,NGC,0,,NGC,Immigration,1230,1,0,bert-base-uncased
20291.0,Trump asked Comey to end investigation of Michael Flynn probe: report,2,NGC,1,,NGC,Political Figures,1282,1,1,bert-base-uncased
20373.0,NEW: King of Denmark waves Palestinian flag from the balcony in support of Palestine.,3,NGC,0,,NGC,Palestine/Isreal,1364,0,1,bert-base-uncased
10071.0,"In Joe Biden’s America, your children are more likely to have access to a crack pipe than a mask-free education.",1,UGC,0,Medicine/Public Health,UGC,,71,0,1,bert-base-uncased
20384.0,CNN reporter fakes being near the Israel-Gaza border.,3,NGC,0,,NGC,Palestine/Isreal,1375,0,1,bert-base-uncased
20219.0,Trump administration implements 'Remain in Mexico' policy requiring asylum seekers to wait across border,2,NGC,1,,NGC,Immigration,1210,1,1,bert-base-uncased
10109.0,Boston Children's Hospital promotes the use of Lupron as puberty blockers for transgender kids. Lupron is used to castrate sex offenders and has been linked to thousands of deaths. It' also not FDA approved for use as a puberty blocker for kids with gender dysphoria.,1,UGC,0,Sexual/Gender Health,UGC,,109,0,1,bert-base-uncased
10045.0,"EVERY Democrat Presidential candidate supported OPEN borders. Because of fentanyl, we have 100,000 dead Americans every year. Democrats have blood on their hands.",1,UGC,0,Drug Crisis,UGC,,45,0,1,bert-base-uncased
20045.0,Consistent evidence supports that COVID-19 vaccination received before SARS-CoV-2 infection reduces the risk of experiencing long COVID,1,NGC,1,,NGC,Vaccines,1036,1,1,bert-base-uncased
20466.0,Former Iranian Deputy FM Mohammad-Javad Larijani Threatens: A Drone Can Hit Trump in the Bellybutton While He Is Sunbathing at Mar-a-Lago; Macron Could Be Hit While Partying at a Discotheque,3,NGC,1,,NGC,Iran,1457,0,0,bert-base-uncased
10390.0,"Ben Gvir wants to create a citizen army, more than 300k firearms have been given in a few months. What could go wrong.",3,UGC,0,Palestine/Isreal,UGC,,390,0,1,bert-base-uncased
20019.0,Fox News wins Pulitzer for coronavirus coverage.,1,NGC,0,,NGC,Covid,1010,0,1,bert-base-uncased
20457.0,Putin Destroys Adrenochrome Lab in Ukraine,3,NGC,0,,NGC,Ukraine/Russia,1448,0,1,bert-base-uncased
20449.0,"Putin Executes American, British Mercenaries working for Zelenskyy",3,NGC,0,,NGC,Ukraine/Russia,1440,0,1,bert-base-uncased
10279.0,A fake Nancy Pelosi said she won’t seek the speaker position again because the real Pelosi was arrested in 2021.,2,UGC,0,Political Figures,UGC,,279,1,0,bert-base-uncased
20094.0,DEA: Even small amount of fentanyl on skin can cause death,1,NGC,0,,NGC,Drug Crisis,1085,1,0,bert-base-uncased
10435.0,"Ukraine is the Deep State hub! They are one of the biggest countries in the world for drug trafficking, human trafficking and money laundering! Putin is trying to take out deep state corruption!",3,UGC,0,Ukraine/Russia,UGC,,435,0,1,bert-base-uncased
20469.0,Putin orders Russian emergency planes to Iran after blast at port of Bandar Abbas,3,NGC,1,,NGC,Iran,1460,1,1,bert-base-uncased
20055.0,"Second Pfizer Jab Taken Three Weeks After First Increases Myocarditis, Pericarditis Risk Tenfold https://link.theepochtimes.com/mkt_app/second-pfizer-jab-taken-three-weeks-after-first-increases-myocarditis-pericarditis-risk-tenfold_4553134.html",1,NGC,0,,NGC,Vaccines,1046,0,1,bert-base-uncased
10164.0,"We have one vaccine that can prevent cancer, and most eligible adults in the US still haven’t received it. The HPV vaccine is approved for everyone aged 9-45. Earlier is better. But if you already have one strain of HPV, it can still protect against others. ",1,UGC,1,Vaccines,UGC,,164,1,1,bert-base-uncased
10029.0,"But while #flu is sickening more people, #Covid continues to make more people sicker. Statistics show, more people are being hospitalized for Covid & while Covid death rates are a fraction of what they were 2-3 years ago, Covid still kills a lot more people than flu.",1,UGC,1,Covid,UGC,,29,1,1,bert-base-uncased
10041.0,And CHYNA is the major source of fentanyl coming in through the southern border.  Another scandal of  epic proportions that is raging.  The deep state doesn‚Äôt want this stopped.  <emoji: face_with_symbols_on_mouth>,1,UGC,0,Drug Crisis,UGC,,41,0,1,bert-base-uncased
10182.0,PELOSI WAS BEHIND THE FBI INFILTRATING JAN 6TH TO STIR UP TROUBLE..SHOW US THE HOURS OF TAPE....AND THEN RELEASE THOSE YOU LOCKED UP AND LETS THROW YOU IN PRISON FOR TREASON<emoji: rage><emoji: fire><emoji: fire>,2,UGC,0,Jan 6th,UGC,,182,0,1,bert-base-uncased
20206.0,"Vice President Harris Claims Immigration Flow Cut by over half, as of 2024 report.  ",2,NGC,1,,NGC,Immigration,1197,1,1,bert-base-uncased
20014.0,Research illustrates a clear correlation between vitamin D deficiencies and (higher) COVID-19 mortality rates.,1,NGC,1,,NGC,Covid,1005,1,1,bert-base-uncased
20327.0,FORMER MEXICAN PREZ Sends “Middle Finger” To TRUMP Days Before “Apology”: “Don’t play around with us…We can jump walls…We can swim rivers…And we can defend ourselves”,2,NGC,0,,NGC,Global Politics,1318,0,1,bert-base-uncased
20406.0,U.S. sanctions Russia's two largest oil companies,3,NGC,1,,NGC,Ukraine/Russia,1397,1,1,bert-base-uncased
20242.0,Wisconsin makes it more difficult for its citizens to vote than almost any state in the nation.,2,NGC,1,,NGC,Elections,1233,1,1,bert-base-uncased
10062.0,"Amid record overdoses in 2023 West Virginia, lawmakers ignore calls to expand access to treatment. Instead, they look towards more punishment. We have had a number of past patients die because they are not  getting the care that they need",1,UGC,1,Drug Crisis,UGC,,62,1,1,bert-base-uncased
10088.0,"Ivermectin was only effective against Covid in areas where parasitic diseases were endemic, which explains why the drug falsely showed up as being effective in clinical trials",1,UGC,1,Medicine/Public Health,UGC,,88,1,1,bert-base-uncased
10168.0,"Six students have measles in an outbreak at a Florida elementary school. How did Florida's health department respond?
Their Surgeon General sent out a letter that supports parents sending unvaccinated children to school during the outbreak and doesn't recommend vaccination.",1,UGC,1,Vaccines,UGC,,168,1,1,bert-base-uncased
20322.0,U.S. warns of response to ‘witch hunt’ after Brazil’s Bolsonaro sentenced to 27 years,2,NGC,1,,NGC,Global Politics,1313,1,1,bert-base-uncased
20153.0,"About 21.5 million women and girls of reproductive age live in states that ban abortions completely, or after six weeks of pregnancy, Census data shows.",1,NGC,1,,NGC,Sexual/Gender Health,1144,1,1,bert-base-uncased
10440.0,"The bio-weapons labs in Ukraine were preparing another bio-weapon  targeting the Slavic people (Russians, Ukrainian). The whole world would be affected.",3,UGC,0,Ukraine/Russia,UGC,,440,0,1,bert-base-uncased
10132.0,"The thing is, we've all watched as republications have also opposed the availability of contraceptives and HPV vaccine that protects against cervical cancer any time they've had the opportunity",1,UGC,1,Sexual/Gender Health,UGC,,132,1,1,bert-base-uncased
20366.0,U.S. vetoes U.N. Security Council resolution demanding immediate Gaza ceasefire and hostage release,3,NGC,1,,NGC,Palestine/Isreal,1357,1,1,bert-base-uncased
20191.0,"NEW: Former President Joe Biden Pardons Michael Byrd, Jan. 6th insurrectionist",2,NGC,0,,NGC,Jan 6th,1182,0,1,bert-base-uncased
20049.0,UK Health Security Agency data: COVID-19 vaccine effectiveness against hospitalization remains above 75% for adults 65+ who received updated booster.,1,NGC,1,,NGC,Vaccines,1040,1,1,bert-base-uncased
20471.0,"Iran must 'walk away' from all uranium enrichment, Marco Rubio says",3,NGC,1,,NGC,Iran,1462,0,0,bert-base-uncased
10214.0,"The Biden Admin is hoarding baby formula for immigrants, america second.",2,UGC,0,Immigration,UGC,,214,0,1,bert-base-uncased
20286.0,"Hunter Biden pleads guilty to federal tax charges, in surprise move on brink of trial",2,NGC,1,,NGC,Political Figures,1277,1,1,bert-base-uncased
10061.0,"Oregon voted in 2020 to decriminalize the possession of small amounts of hard drugs including fentanyl, heroin and methamphetamine. Lawmakers are about to reverse course.",1,UGC,1,Drug Crisis,UGC,,61,1,1,bert-base-uncased
20494.0,Trump's confession on Iran war proves Israel is merely a US military outpost in West Asia,3,NGC,0,,NGC,Iran,1485,1,0,bert-base-uncased
10181.0,PELOSI AND THE FBI SHOULD BE IN PRISON FOR TREASON AND THE JAN 6 th SET FREE!!<emoji: rage><emoji: fire><emoji: fire>,2,UGC,0,Jan 6th,UGC,,181,0,1,bert-base-uncased
10009.0,WOW. A new study shows that Ivermectin Lowers COVID Death Rate by 92% ,1,UGC,0,Covid,UGC,,9,1,0,bert-base-uncased
10240.0,"You can literally see CNN bending over backwards to avoid saying ""fascism"" when they describe Trump's speech as using ""language condemned for its ties to White supremacist rhetoric"" FFS, Trump literally said VERBATIM that immigrants are “poisoning the blood of our country.” That's the center square on the Fascist bingo card",2,UGC,1,Immigration,UGC,,240,1,1,bert-base-uncased
20332.0,Germany Admits Trump Was Right on Borders After Taking in One Million Syrian Refugees,2,NGC,0,,NGC,Global Politics,1323,1,0,bert-base-uncased
20478.0,"Even after U.S. and Israeli strikes, Iran may still be able to build a nuclear weapon with hundreds of pounds of Iran's enriched uranium are still publicly unaccounted for.",3,NGC,1,,NGC,Iran,1469,1,1,bert-base-uncased
10346.0,"Bibi is actively holding up food for over a million Palestinians and causing actual starvation, how is this man not being hunted like Hitler",3,UGC,1,Palestine/Isreal,UGC,,346,0,0,bert-base-uncased
10192.0,"Over 100 officers were assaulted during the Jan 6th protest at the Capitol. This was not a peaceful protest, it was violent and traumatic.",2,UGC,1,Jan 6th,UGC,,192,1,1,bert-base-uncased
20130.0,Miracle: Pfizer Announces They Just So Happened To Finish Monkeypox Vaccine,1,NGC,0,,NGC,Medicine/Public Health,1121,0,1,bert-base-uncased
10387.0,Netanyahu and his Right Wing government ALLOWED the attacks to happen to shut up his critics & unify,3,UGC,0,Palestine/Isreal,UGC,,387,1,0,bert-base-uncased
20312.0,"Breaking News: Prime Minister Élisabeth Borne of France resigned ahead of a widely expected cabinet reshuffle by President Emmanuel Macron. She will continue to handle “current affairs” until a new cabinet is appointed, Macron's office said.",2,NGC,1,,NGC,Global Politics,1303,0,0,bert-base-uncased
20129.0,New Study Links Cancer To Daily Microwave Usage,1,NGC,0,,NGC,Medicine/Public Health,1120,0,1,bert-base-uncased
20162.0,Study: 1 in 10 women experience a serious health even when using mifepristone to end a pregnancy,1,NGC,0,,NGC,Sexual/Gender Health,1153,1,0,bert-base-uncased
10134.0,WIN! Florida's Parental Rights in Education law took effect Friday which forbids instruction on sexual orientation and gender identity in kindergarten through third grade.  ,1,UGC,1,Sexual/Gender Health,UGC,,134,1,1,bert-base-uncased
20453.0,"Biden-Funded Ukrainian Military Tortures, Kills, and EATS Innocent Russian Civilians",3,NGC,0,,NGC,Ukraine/Russia,1444,0,1,bert-base-uncased
20062.0,Dr. Anthony Fauci says: “as soon as a COVID-19 vaccine is manufactured it must be delivered to healthcare professionals for immediate human injection. Proper studies can be done later.”,1,NGC,0,,NGC,Vaccines,1053,1,0,bert-base-uncased
20168.0,"Planned Parenthood selling “viable nonanomalous” fetuses to University of California, San Diego for experimentation",1,NGC,0,,NGC,Sexual/Gender Health,1159,0,1,bert-base-uncased
10282.0,"Joe Biden is a corrupt, senile pedophile. Nancy Pelosi is nasty wrinkled rag. Chuck Schumer has a lazy eye. Hillary will never get to be president because God hates her. Obama only got elected because he's black. And anyone who still identifies as a democrat after all the shit they've pulled since 2016 is either so dumb they shouldn't be allowed outside without a caretaker restraining them on a leash or so evil it's our moral duty to rid the world of them.",2,UGC,0,Political Figures,UGC,,282,0,1,bert-base-uncased
10498.0,"McCain wanted to bomb Iran before it was cool. Looking back now I think maybe we should've crippled their nuclear program and established deterrence a lot sooner, like maybe 20 years ago. Iran was arming and financing jihadists who were killing Americans in Iraq, could've been justified.",3,UGC,1,Iran,UGC,,498,1,1,bert-base-uncased
20101.0,"REPORT: In 2023, more than 105,000  teens died in U.S from fentanyl. ",1,NGC,0,,NGC,Drug Crisis,1092,0,1,bert-base-uncased
10272.0,Pennsylvania's Republican legislative leaders said they found no evidence of widespread fraud. these are people who WANTED Trump to win and they still couldn't find proof because it doesn't exist,2,UGC,1,Elections,UGC,,272,1,1,bert-base-uncased
20438.0,Putin destroys adrenochrome lab in Ukraine.,3,NGC,0,,NGC,Ukraine/Russia,1429,0,1,bert-base-uncased
20212.0,"TRUMP: In 2017, Illegal Immeigration on the U.S.-Mexico border is ""the lowest in 17 years.""",2,NGC,1,,NGC,Immigration,1203,1,1,bert-base-uncased
10144.0,We are seeing historic drops in birth rates over the past year   We are also seeing new studies confirm that Covid vaccines reduce sperm counts and cause menstrual issues in almost half of women that take them   I'm sure there's no connection here,1,UGC,0,Vaccines,UGC,,144,1,0,bert-base-uncased
10484.0,REMEMBER HOW WE GOT HERE: HILLARY CLINTON SUPPLIED IRAN WITH URANIUM TO ENRICH THEIR NUCLEAR PROGRAM.,3,UGC,0,Iran,UGC,,484,0,1,bert-base-uncased
10167.0,"If your measles vaccine was before 1990, its recommended to get your titers checked. Mine were all gone and I started over like a baby.",1,UGC,1,Vaccines,UGC,,167,1,1,bert-base-uncased
20010.0,New findings suggest Black people four times as likely to test positive for COVID-19,1,NGC,1,,NGC,Covid,1001,1,1,bert-base-uncased
10213.0,FEMA IS BEING REDIRECTED TO ILLEGALS.,2,UGC,0,Immigration,UGC,,213,0,1,bert-base-uncased
20198.0,"NEW: Donald Trump authorized up to 20,000 National Guard troops to protect the Capitol"" before Jan. 6, 2021, but was ""rejected"" by Nancy Pelosi and Chuck Schumer.",2,NGC,0,,NGC,Jan 6th,1189,1,0,bert-base-uncased
10448.0,Vladimir Putin might be a bad person but he does not like the New World Order. He is targetting the biolabs to stop the Deep State from developing another weapon to control the masses. This is why I support what he is doing in Ukraine. He is not Deep State or NWO. The company Zelenski keeps is everything I oppose<emoji: bangbang>,3,UGC,0,Ukraine/Russia,UGC,,448,0,1,bert-base-uncased
20127.0,CDC Silently Adds  Ivermectin As Essenitial Drug For Viruses,1,NGC,0,,NGC,Medicine/Public Health,1118,1,0,bert-base-uncased
20395.0,Haaretz investigation reveals discrepancies in Israel’s reporting on October 7th death toll.,3,NGC,0,,NGC,Palestine/Isreal,1386,1,0,bert-base-uncased
